3.318799756665644640e+00,1.530328803493836887e+01,-8.002208486043658198e+00,-2.577472571046675487e+00,2.684297037939021635e+00
5.470620708517267339e+00,8.102818123386326676e-02,4.654943234252159279e+00,-9.386902498203889778e+00,-6.429869497401425882e-01
1.240143347462902002e+00,-7.650174192506966619e-01,2.965102974326063290e+00,-5.265977315306270334e+00,4.359600162411089386e+00
-6.363014769146646543e-01,2.081488748678462386e+01,4.342686996598276394e+00,-6.239686335672672612e+00,-1.022952261494720627e-01
2.496341092316523458e+00,-1.839178962945819507e+00,-1.567222970174618757e-01,-5.591659014536819683e+00,3.823948902546684625e+00
5.803606329244397344e+00,2.179002475404037398e+01,4.606011801464098276e+00,-6.338189987895331612e+00,-2.321206014599871414e-01
5.866294553365649200e+00,9.294729798873609283e+00,-2.629167353487077641e+00,-3.433434626260223332e+00,2.639932434596072408e+00
7.717298679428768793e+00,-1.984107698810299025e+00,7.601253818511788385e-01,-8.643045464407768108e+00,-1.157194244440518105e+00
4.083421805349252587e+00,1.680686172757220875e+00,6.218864889455924860e+00,-5.702447473425811708e+00,3.931983218660693336e+00
9.735834547078884071e+00,-2.679762639261357826e+00,3.947650598876834560e-01,-8.846557654718516517e+00,-2.205877995282508053e+00
1.145309867220526101e+01,-1.078005319251985616e+00,1.932192526870147420e+00,-5.542919136261665436e+00,1.380831392846894490e+00
1.491192164086256433e+01,-6.538511985860481879e+00,-5.460523983186090113e+00,-2.772057635004142817e+00,-3.265083337777358707e+00
1.130884992987366999e+01,1.636236888923625088e+01,-3.701699595822453226e+00,1.021564869294761424e+00,1.461054244399697222e+00
1.445602962180693929e+01,-8.557233050475955949e+00,-7.381817587932701485e+00,4.540154580204700530e+00,-2.899398426317125299e+00
1.572363128621701556e+01,-7.650047390948824244e+00,-7.003237442521689005e+00,3.864210446814175803e+00,-6.934114669601103564e-01
1.432476551678046839e+01,-4.710370413561980607e-01,6.985735006303541716e+00,6.252693009267184188e+00,-3.666177957099840679e-02
1.361792226856819177e+01,-7.090942013038501024e+00,-6.607076410994439541e+00,-1.208631369345326112e+00,1.061618088784987313e+00
1.326434680389378151e+01,-6.945128745176291751e+00,-6.127890652643722902e+00,-4.350994006408165582e+00,-3.789645584059796679e+00
1.346857526263032234e+01,-4.520141188499587237e+00,-4.490207625877928876e+00,-2.623209161525760891e+00,6.262617807881801779e-01
1.583183047596666171e+01,-8.321501380636345147e+00,-5.766338976923548465e+00,7.068828516622865266e+00,-2.131436905793729686e+00
1.316807093888716196e+01,-3.918553398345088201e+00,-1.297031856676550410e-02,-3.432159956507466525e+00,1.411706054636809649e+00
